Grid Size ,64
 NULL, NodeType, GridX, GridY, Length, Width, Height, PosX, PosY, PosZ
0,1,60,35,-0.462393760681,-0.402979493141,0,13.1782078743,1.41042810678,0
0,0,61,34,-0.462392807007,-0.402979433537,0,13.6406011581,1.00744864345,0
0,1,60,35,-0.462393760681,-0.402979493141,0,13.1782078743,1.41042810678,0
0,1,60,34,-0.462393760681,-0.402979433537,0,13.1782078743,1.00744864345,0
0,1,60,33,-0.462393760681,-0.402979463339,0,13.1782078743,0.604469195008,0
0,1,61,33,-0.462392807007,-0.402979463339,0,13.6406011581,0.604469195008,0
0,1,62,33,-0.462393760681,-0.402979463339,0,14.102994442,0.604469195008,0
0,1,62,34,-0.462393760681,-0.402979433537,0,14.102994442,1.00744864345,0
0,1,62,35,-0.462393760681,-0.402979493141,0,14.102994442,1.41042810678,0
0,1,61,35,-0.462392807007,-0.402979493141,0,13.6406011581,1.41042810678,0
0,0,62,34,-0.462393760681,-0.402979433537,0,14.102994442,1.00744864345,0
0,1,61,35,-0.462392807007,-0.402979493141,0,13.6406011581,1.41042810678,0
0,1,61,34,-0.462392807007,-0.402979433537,0,13.6406011581,1.00744864345,0
0,1,61,33,-0.462392807007,-0.402979463339,0,13.6406011581,0.604469195008,0
0,1,62,33,-0.462393760681,-0.402979463339,0,14.102994442,0.604469195008,0
0,1,63,33,-0.462392807007,-0.402979463339,0,14.5653877258,0.604469195008,0
0,1,63,34,-0.462392807007,-0.402979433537,0,14.5653877258,1.00744864345,0
0,1,63,35,-0.462392807007,-0.402979493141,0,14.5653877258,1.41042810678,0
0,1,62,35,-0.462393760681,-0.402979493141,0,14.102994442,1.41042810678,0
0,0,63,34,-0.462392807007,-0.402979433537,0,14.5653877258,1.00744864345,0
0,1,62,35,-0.462393760681,-0.402979493141,0,14.102994442,1.41042810678,0
0,1,62,34,-0.462393760681,-0.402979433537,0,14.102994442,1.00744864345,0
0,1,62,33,-0.462393760681,-0.402979463339,0,14.102994442,0.604469195008,0
0,1,63,33,-0.462392807007,-0.402979463339,0,14.5653877258,0.604469195008,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,63,35,-0.462392807007,-0.402979493141,0,14.5653877258,1.41042810678,0
0,0,0,35,-0.462392807007,-0.402979493141,0,-14.5653877258,1.41042810678,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,0,34,-0.462392807007,-0.402979433537,0,-14.5653877258,1.00744864345,0
0,1,1,34,-0.462393760681,-0.402979433537,0,-14.102994442,1.00744864345,0
0,1,1,35,-0.462393760681,-0.402979493141,0,-14.102994442,1.41042810678,0
0,1,1,36,-0.462393760681,-0.402979493141,0,-14.102994442,1.81340759993,0
0,1,0,36,-0.462392807007,-0.402979493141,0,-14.5653877258,1.81340759993,0
0,0,1,35,-0.462393760681,-0.402979493141,0,-14.102994442,1.41042810678,0
0,1,0,36,-0.462392807007,-0.402979493141,0,-14.5653877258,1.81340759993,0
0,1,0,35,-0.462392807007,-0.402979493141,0,-14.5653877258,1.41042810678,0
0,1,0,34,-0.462392807007,-0.402979433537,0,-14.5653877258,1.00744864345,0
0,1,1,34,-0.462393760681,-0.402979433537,0,-14.102994442,1.00744864345,0
0,1,2,34,-0.462392807007,-0.402979433537,0,-13.6406011581,1.00744864345,0
0,1,2,35,-0.462392807007,-0.402979493141,0,-13.6406011581,1.41042810678,0
0,1,2,36,-0.462392807007,-0.402979493141,0,-13.6406011581,1.81340759993,0
0,1,1,36,-0.462393760681,-0.402979493141,0,-14.102994442,1.81340759993,0
0,0,2,35,-0.462392807007,-0.402979493141,0,-13.6406011581,1.41042810678,0
0,1,1,36,-0.462393760681,-0.402979493141,0,-14.102994442,1.81340759993,0
0,1,1,35,-0.462393760681,-0.402979493141,0,-14.102994442,1.41042810678,0
0,1,1,34,-0.462393760681,-0.402979433537,0,-14.102994442,1.00744864345,0
0,1,2,34,-0.462392807007,-0.402979433537,0,-13.6406011581,1.00744864345,0
0,1,3,34,-0.462393760681,-0.402979433537,0,-13.1782078743,1.00744864345,0
0,1,3,35,-0.462393760681,-0.402979493141,0,-13.1782078743,1.41042810678,0
0,1,3,36,-0.462393760681,-0.402979493141,0,-13.1782078743,1.81340759993,0
0,1,2,36,-0.462392807007,-0.402979493141,0,-13.6406011581,1.81340759993,0
0,0,3,35,-0.462393760681,-0.402979493141,0,-13.1782078743,1.41042810678,0
0,1,2,36,-0.462392807007,-0.402979493141,0,-13.6406011581,1.81340759993,0
0,1,2,35,-0.462392807007,-0.402979493141,0,-13.6406011581,1.41042810678,0
0,1,2,34,-0.462392807007,-0.402979433537,0,-13.6406011581,1.00744864345,0
0,1,3,34,-0.462393760681,-0.402979433537,0,-13.1782078743,1.00744864345,0
0,1,4,34,-0.462392807007,-0.402979433537,0,-12.7158145905,1.00744864345,0
0,1,4,35,-0.462392807007,-0.402979493141,0,-12.7158145905,1.41042810678,0
0,1,4,36,-0.462392807007,-0.402979493141,0,-12.7158145905,1.81340759993,0
0,1,3,36,-0.462393760681,-0.402979493141,0,-13.1782078743,1.81340759993,0
0,0,4,35,-0.462392807007,-0.402979493141,0,-12.7158145905,1.41042810678,0
0,1,3,36,-0.462393760681,-0.402979493141,0,-13.1782078743,1.81340759993,0
0,1,3,35,-0.462393760681,-0.402979493141,0,-13.1782078743,1.41042810678,0
0,1,3,34,-0.462393760681,-0.402979433537,0,-13.1782078743,1.00744864345,0
0,1,4,34,-0.462392807007,-0.402979433537,0,-12.7158145905,1.00744864345,0
0,1,5,34,-0.462393760681,-0.402979433537,0,-12.2534213066,1.00744864345,0
0,1,5,35,-0.462393760681,-0.402979493141,0,-12.2534213066,1.41042810678,0
0,1,5,36,-0.462393760681,-0.402979493141,0,-12.2534213066,1.81340759993,0
0,1,4,36,-0.462392807007,-0.402979493141,0,-12.7158145905,1.81340759993,0
0,0,5,35,-0.462393760681,-0.402979493141,0,-12.2534213066,1.41042810678,0
0,1,4,36,-0.462392807007,-0.402979493141,0,-12.7158145905,1.81340759993,0
0,1,4,35,-0.462392807007,-0.402979493141,0,-12.7158145905,1.41042810678,0
0,1,4,34,-0.462392807007,-0.402979433537,0,-12.7158145905,1.00744864345,0
0,1,5,34,-0.462393760681,-0.402979433537,0,-12.2534213066,1.00744864345,0
0,1,6,34,-0.462392807007,-0.402979433537,0,-11.7910280228,1.00744864345,0
0,1,6,35,-0.462392807007,-0.402979493141,0,-11.7910280228,1.41042810678,0
0,1,6,36,-0.462392807007,-0.402979493141,0,-11.7910280228,1.81340759993,0
0,1,5,36,-0.462393760681,-0.402979493141,0,-12.2534213066,1.81340759993,0
0,0,6,35,-0.462392807007,-0.402979493141,0,-11.7910280228,1.41042810678,0
0,1,5,36,-0.462393760681,-0.402979493141,0,-12.2534213066,1.81340759993,0
0,1,5,35,-0.462393760681,-0.402979493141,0,-12.2534213066,1.41042810678,0
0,1,5,34,-0.462393760681,-0.402979433537,0,-12.2534213066,1.00744864345,0
0,1,6,34,-0.462392807007,-0.402979433537,0,-11.7910280228,1.00744864345,0
0,1,7,34,-0.462393760681,-0.402979433537,0,-11.3286347389,1.00744864345,0
0,1,7,35,-0.462393760681,-0.402979493141,0,-11.3286347389,1.41042810678,0
0,1,7,36,-0.462393760681,-0.402979493141,0,-11.3286347389,1.81340759993,0
0,1,6,36,-0.462392807007,-0.402979493141,0,-11.7910280228,1.81340759993,0
0,0,7,35,-0.462393760681,-0.402979493141,0,-11.3286347389,1.41042810678,0
0,1,6,36,-0.462392807007,-0.402979493141,0,-11.7910280228,1.81340759993,0
0,1,6,35,-0.462392807007,-0.402979493141,0,-11.7910280228,1.41042810678,0
0,1,6,34,-0.462392807007,-0.402979433537,0,-11.7910280228,1.00744864345,0
0,1,7,34,-0.462393760681,-0.402979433537,0,-11.3286347389,1.00744864345,0
0,1,8,34,-0.462392807007,-0.402979433537,0,-10.8662414551,1.00744864345,0
0,1,8,35,-0.462392807007,-0.402979493141,0,-10.8662414551,1.41042810678,0
0,1,8,36,-0.462392807007,-0.402979493141,0,-10.8662414551,1.81340759993,0
0,1,7,36,-0.462393760681,-0.402979493141,0,-11.3286347389,1.81340759993,0
0,0,8,35,-0.462392807007,-0.402979493141,0,-10.8662414551,1.41042810678,0
0,1,7,36,-0.462393760681,-0.402979493141,0,-11.3286347389,1.81340759993,0
0,1,7,35,-0.462393760681,-0.402979493141,0,-11.3286347389,1.41042810678,0
0,1,7,34,-0.462393760681,-0.402979433537,0,-11.3286347389,1.00744864345,0
0,1,8,34,-0.462392807007,-0.402979433537,0,-10.8662414551,1.00744864345,0
0,1,9,34,-0.462393760681,-0.402979433537,0,-10.4038481712,1.00744864345,0
0,1,9,35,-0.462393760681,-0.402979493141,0,-10.4038481712,1.41042810678,0
0,1,9,36,-0.462393760681,-0.402979493141,0,-10.4038481712,1.81340759993,0
0,1,8,36,-0.462392807007,-0.402979493141,0,-10.8662414551,1.81340759993,0
0,0,9,35,-0.462393760681,-0.402979493141,0,-10.4038481712,1.41042810678,0
0,1,8,36,-0.462392807007,-0.402979493141,0,-10.8662414551,1.81340759993,0
0,1,8,35,-0.462392807007,-0.402979493141,0,-10.8662414551,1.41042810678,0
0,1,8,34,-0.462392807007,-0.402979433537,0,-10.8662414551,1.00744864345,0
0,1,9,34,-0.462393760681,-0.402979433537,0,-10.4038481712,1.00744864345,0
0,1,10,34,-0.462392807007,-0.402979433537,0,-9.94145488739,1.00744864345,0
0,1,10,35,-0.462392807007,-0.402979493141,0,-9.94145488739,1.41042810678,0
0,1,10,36,-0.462392807007,-0.402979493141,0,-9.94145488739,1.81340759993,0
0,1,9,36,-0.462393760681,-0.402979493141,0,-10.4038481712,1.81340759993,0
0,0,10,35,-0.462392807007,-0.402979493141,0,-9.94145488739,1.41042810678,0
0,1,9,36,-0.462393760681,-0.402979493141,0,-10.4038481712,1.81340759993,0
0,1,9,35,-0.462393760681,-0.402979493141,0,-10.4038481712,1.41042810678,0
0,1,9,34,-0.462393760681,-0.402979433537,0,-10.4038481712,1.00744864345,0
0,1,10,34,-0.462392807007,-0.402979433537,0,-9.94145488739,1.00744864345,0
0,1,11,34,-0.462393760681,-0.402979433537,0,-9.47906160355,1.00744864345,0
0,1,11,35,-0.462393760681,-0.402979493141,0,-9.47906160355,1.41042810678,0
0,1,11,36,-0.462393760681,-0.402979493141,0,-9.47906160355,1.81340759993,0
0,1,10,36,-0.462392807007,-0.402979493141,0,-9.94145488739,1.81340759993,0
0,0,11,35,-0.462393760681,-0.402979493141,0,-9.47906160355,1.41042810678,0
0,1,10,36,-0.462392807007,-0.402979493141,0,-9.94145488739,1.81340759993,0
0,1,10,35,-0.462392807007,-0.402979493141,0,-9.94145488739,1.41042810678,0
0,1,10,34,-0.462392807007,-0.402979433537,0,-9.94145488739,1.00744864345,0
0,1,11,34,-0.462393760681,-0.402979433537,0,-9.47906160355,1.00744864345,0
0,1,12,34,-0.462392807007,-0.402979433537,0,-9.0166683197,1.00744864345,0
0,1,12,35,-0.462392807007,-0.402979493141,0,-9.0166683197,1.41042810678,0
0,1,12,36,-0.462392807007,-0.402979493141,0,-9.0166683197,1.81340759993,0
0,1,11,36,-0.462393760681,-0.402979493141,0,-9.47906160355,1.81340759993,0
0,0,12,35,-0.462392807007,-0.402979493141,0,-9.0166683197,1.41042810678,0
0,1,11,36,-0.462393760681,-0.402979493141,0,-9.47906160355,1.81340759993,0
0,1,11,35,-0.462393760681,-0.402979493141,0,-9.47906160355,1.41042810678,0
0,1,11,34,-0.462393760681,-0.402979433537,0,-9.47906160355,1.00744864345,0
0,1,12,34,-0.462392807007,-0.402979433537,0,-9.0166683197,1.00744864345,0
0,1,13,34,-0.462393760681,-0.402979433537,0,-8.55427503586,1.00744864345,0
0,1,13,35,-0.462393760681,-0.402979493141,0,-8.55427503586,1.41042810678,0
0,1,13,36,-0.462393760681,-0.402979493141,0,-8.55427503586,1.81340759993,0
0,1,12,36,-0.462392807007,-0.402979493141,0,-9.0166683197,1.81340759993,0
0,0,13,35,-0.462393760681,-0.402979493141,0,-8.55427503586,1.41042810678,0
0,1,12,36,-0.462392807007,-0.402979493141,0,-9.0166683197,1.81340759993,0
0,1,12,35,-0.462392807007,-0.402979493141,0,-9.0166683197,1.41042810678,0
0,1,12,34,-0.462392807007,-0.402979433537,0,-9.0166683197,1.00744864345,0
0,1,13,34,-0.462393760681,-0.402979433537,0,-8.55427503586,1.00744864345,0
0,1,14,34,-0.462392807007,-0.402979433537,0,-8.09188175201,1.00744864345,0
0,1,14,35,-0.462392807007,-0.402979493141,0,-8.09188175201,1.41042810678,0
0,1,14,36,-0.462392807007,-0.402979493141,0,-8.09188175201,1.81340759993,0
0,1,13,36,-0.462393760681,-0.402979493141,0,-8.55427503586,1.81340759993,0
0,0,14,35,-0.462392807007,-0.402979493141,0,-8.09188175201,1.41042810678,0
0,1,13,36,-0.462393760681,-0.402979493141,0,-8.55427503586,1.81340759993,0
0,1,13,35,-0.462393760681,-0.402979493141,0,-8.55427503586,1.41042810678,0
0,1,13,34,-0.462393760681,-0.402979433537,0,-8.55427503586,1.00744864345,0
0,1,14,34,-0.462392807007,-0.402979433537,0,-8.09188175201,1.00744864345,0
0,1,15,34,-0.462393283844,-0.402979433537,0,-7.62948870659,1.00744864345,0
0,1,15,35,-0.462393283844,-0.402979493141,0,-7.62948870659,1.41042810678,0
0,1,15,36,-0.462393283844,-0.402979493141,0,-7.62948870659,1.81340759993,0
0,1,14,36,-0.462392807007,-0.402979493141,0,-8.09188175201,1.81340759993,0
0,0,15,35,-0.462393283844,-0.402979493141,0,-7.62948870659,1.41042810678,0
0,1,14,36,-0.462392807007,-0.402979493141,0,-8.09188175201,1.81340759993,0
0,1,14,35,-0.462392807007,-0.402979493141,0,-8.09188175201,1.41042810678,0
0,1,14,34,-0.462392807007,-0.402979433537,0,-8.09188175201,1.00744864345,0
0,1,15,34,-0.462393283844,-0.402979433537,0,-7.62948870659,1.00744864345,0
0,1,16,34,-0.462393283844,-0.402979433537,0,-7.16709542274,1.00744864345,0
0,1,16,35,-0.462393283844,-0.402979493141,0,-7.16709542274,1.41042810678,0
0,1,16,36,-0.462393283844,-0.402979493141,0,-7.16709542274,1.81340759993,0
0,1,15,36,-0.462393283844,-0.402979493141,0,-7.62948870659,1.81340759993,0
0,0,16,35,-0.462393283844,-0.402979493141,0,-7.16709542274,1.41042810678,0
0,1,15,36,-0.462393283844,-0.402979493141,0,-7.62948870659,1.81340759993,0
0,1,15,35,-0.462393283844,-0.402979493141,0,-7.62948870659,1.41042810678,0
0,1,15,34,-0.462393283844,-0.402979433537,0,-7.62948870659,1.00744864345,0
0,1,16,34,-0.462393283844,-0.402979433537,0,-7.16709542274,1.00744864345,0
0,1,17,34,-0.462393283844,-0.402979433537,0,-6.7047021389,1.00744864345,0
0,1,17,35,-0.462393283844,-0.402979493141,0,-6.7047021389,1.41042810678,0
0,1,17,36,-0.462393283844,-0.402979493141,0,-6.7047021389,1.81340759993,0
0,1,16,36,-0.462393283844,-0.402979493141,0,-7.16709542274,1.81340759993,0
0,0,17,35,-0.462393283844,-0.402979493141,0,-6.7047021389,1.41042810678,0
0,1,16,36,-0.462393283844,-0.402979493141,0,-7.16709542274,1.81340759993,0
0,1,16,35,-0.462393283844,-0.402979493141,0,-7.16709542274,1.41042810678,0
0,1,16,34,-0.462393283844,-0.402979433537,0,-7.16709542274,1.00744864345,0
0,1,17,34,-0.462393283844,-0.402979433537,0,-6.7047021389,1.00744864345,0
0,1,18,34,-0.462393283844,-0.402979433537,0,-6.24230885506,1.00744864345,0
0,1,18,35,-0.462393283844,-0.402979493141,0,-6.24230885506,1.41042810678,0
0,1,18,36,-0.462393283844,-0.402979493141,0,-6.24230885506,1.81340759993,0
0,1,17,36,-0.462393283844,-0.402979493141,0,-6.7047021389,1.81340759993,0
0,0,18,35,-0.462393283844,-0.402979493141,0,-6.24230885506,1.41042810678,0
0,1,17,36,-0.462393283844,-0.402979493141,0,-6.7047021389,1.81340759993,0
0,1,17,35,-0.462393283844,-0.402979493141,0,-6.7047021389,1.41042810678,0
0,1,17,34,-0.462393283844,-0.402979433537,0,-6.7047021389,1.00744864345,0
0,1,18,34,-0.462393283844,-0.402979433537,0,-6.24230885506,1.00744864345,0
0,1,19,34,-0.462393283844,-0.402979433537,0,-5.77991557121,1.00744864345,0
0,1,19,35,-0.462393283844,-0.402979493141,0,-5.77991557121,1.41042810678,0
0,1,19,36,-0.462393283844,-0.402979493141,0,-5.77991557121,1.81340759993,0
0,1,18,36,-0.462393283844,-0.402979493141,0,-6.24230885506,1.81340759993,0
0,0,19,35,-0.462393283844,-0.402979493141,0,-5.77991557121,1.41042810678,0
0,1,18,36,-0.462393283844,-0.402979493141,0,-6.24230885506,1.81340759993,0
0,1,18,35,-0.462393283844,-0.402979493141,0,-6.24230885506,1.41042810678,0
0,1,18,34,-0.462393283844,-0.402979433537,0,-6.24230885506,1.00744864345,0
0,1,19,34,-0.462393283844,-0.402979433537,0,-5.77991557121,1.00744864345,0
0,1,20,34,-0.462393283844,-0.402979433537,0,-5.31752228737,1.00744864345,0
0,1,20,35,-0.462393283844,-0.402979493141,0,-5.31752228737,1.41042810678,0
0,1,20,36,-0.462393283844,-0.402979493141,0,-5.31752228737,1.81340759993,0
0,1,19,36,-0.462393283844,-0.402979493141,0,-5.77991557121,1.81340759993,0
0,0,20,35,-0.462393283844,-0.402979493141,0,-5.31752228737,1.41042810678,0
0,1,19,36,-0.462393283844,-0.402979493141,0,-5.77991557121,1.81340759993,0
0,1,19,35,-0.462393283844,-0.402979493141,0,-5.77991557121,1.41042810678,0
0,1,19,34,-0.462393283844,-0.402979433537,0,-5.77991557121,1.00744864345,0
0,1,20,34,-0.462393283844,-0.402979433537,0,-5.31752228737,1.00744864345,0
0,1,21,34,-0.462393283844,-0.402979433537,0,-4.85512900352,1.00744864345,0
0,1,21,35,-0.462393283844,-0.402979493141,0,-4.85512900352,1.41042810678,0
0,1,21,36,-0.462393283844,-0.402979493141,0,-4.85512900352,1.81340759993,0
0,1,20,36,-0.462393283844,-0.402979493141,0,-5.31752228737,1.81340759993,0
0,0,21,35,-0.462393283844,-0.402979493141,0,-4.85512900352,1.41042810678,0
0,1,20,36,-0.462393283844,-0.402979493141,0,-5.31752228737,1.81340759993,0
0,1,20,35,-0.462393283844,-0.402979493141,0,-5.31752228737,1.41042810678,0
0,1,20,34,-0.462393283844,-0.402979433537,0,-5.31752228737,1.00744864345,0
0,1,21,34,-0.462393283844,-0.402979433537,0,-4.85512900352,1.00744864345,0
0,1,22,34,-0.462393283844,-0.402979433537,0,-4.39273571968,1.00744864345,0
0,1,22,35,-0.462393283844,-0.402979493141,0,-4.39273571968,1.41042810678,0
0,1,22,36,-0.462393283844,-0.402979493141,0,-4.39273571968,1.81340759993,0
0,1,21,36,-0.462393283844,-0.402979493141,0,-4.85512900352,1.81340759993,0
0,0,22,35,-0.462393283844,-0.402979493141,0,-4.39273571968,1.41042810678,0
0,1,21,36,-0.462393283844,-0.402979493141,0,-4.85512900352,1.81340759993,0
0,1,21,35,-0.462393283844,-0.402979493141,0,-4.85512900352,1.41042810678,0
0,1,21,34,-0.462393283844,-0.402979433537,0,-4.85512900352,1.00744864345,0
0,1,22,34,-0.462393283844,-0.402979433537,0,-4.39273571968,1.00744864345,0
0,1,23,34,-0.462393045425,-0.402979433537,0,-3.93034255505,1.00744864345,0
0,1,23,35,-0.462393045425,-0.402979493141,0,-3.93034255505,1.41042810678,0
0,1,23,36,-0.462393045425,-0.402979493141,0,-3.93034255505,1.81340759993,0
0,1,22,36,-0.462393283844,-0.402979493141,0,-4.39273571968,1.81340759993,0
0,0,23,35,-0.462393045425,-0.402979493141,0,-3.93034255505,1.41042810678,0
0,1,22,36,-0.462393283844,-0.402979493141,0,-4.39273571968,1.81340759993,0
0,1,22,35,-0.462393283844,-0.402979493141,0,-4.39273571968,1.41042810678,0
0,1,22,34,-0.462393283844,-0.402979433537,0,-4.39273571968,1.00744864345,0
0,1,23,34,-0.462393045425,-0.402979433537,0,-3.93034255505,1.00744864345,0
0,1,24,34,-0.462393283844,-0.402979433537,0,-3.46794939041,1.00744864345,0
0,1,24,35,-0.462393283844,-0.402979493141,0,-3.46794939041,1.41042810678,0
0,1,24,36,-0.462393283844,-0.402979493141,0,-3.46794939041,1.81340759993,0
0,1,23,36,-0.462393045425,-0.402979493141,0,-3.93034255505,1.81340759993,0
0,0,24,35,-0.462393283844,-0.402979493141,0,-3.46794939041,1.41042810678,0
0,1,23,36,-0.462393045425,-0.402979493141,0,-3.93034255505,1.81340759993,0
0,1,23,35,-0.462393045425,-0.402979493141,0,-3.93034255505,1.41042810678,0
0,1,23,34,-0.462393045425,-0.402979433537,0,-3.93034255505,1.00744864345,0
0,1,24,34,-0.462393283844,-0.402979433537,0,-3.46794939041,1.00744864345,0
0,1,25,34,-0.462393283844,-0.402979433537,0,-3.00555610657,1.00744864345,0
0,1,25,35,-0.462393283844,-0.402979493141,0,-3.00555610657,1.41042810678,0
0,1,25,36,-0.462393283844,-0.402979493141,0,-3.00555610657,1.81340759993,0
0,1,24,36,-0.462393283844,-0.402979493141,0,-3.46794939041,1.81340759993,0
0,0,25,35,-0.462393283844,-0.402979493141,0,-3.00555610657,1.41042810678,0
0,1,24,36,-0.462393283844,-0.402979493141,0,-3.46794939041,1.81340759993,0
0,1,24,35,-0.462393283844,-0.402979493141,0,-3.46794939041,1.41042810678,0
0,1,24,34,-0.462393283844,-0.402979433537,0,-3.46794939041,1.00744864345,0
0,1,25,34,-0.462393283844,-0.402979433537,0,-3.00555610657,1.00744864345,0
0,1,26,34,-0.462393283844,-0.402979433537,0,-2.54316282272,1.00744864345,0
0,1,26,35,-0.462393283844,-0.402979493141,0,-2.54316282272,1.41042810678,0
0,1,26,36,-0.462393283844,-0.402979493141,0,-2.54316282272,1.81340759993,0
0,1,25,36,-0.462393283844,-0.402979493141,0,-3.00555610657,1.81340759993,0
0,0,26,35,-0.462393283844,-0.402979493141,0,-2.54316282272,1.41042810678,0
0,1,25,36,-0.462393283844,-0.402979493141,0,-3.00555610657,1.81340759993,0
0,1,25,35,-0.462393283844,-0.402979493141,0,-3.00555610657,1.41042810678,0
0,1,25,34,-0.462393283844,-0.402979433537,0,-3.00555610657,1.00744864345,0
0,1,26,34,-0.462393283844,-0.402979433537,0,-2.54316282272,1.00744864345,0
0,1,27,34,-0.462393164635,-0.402979433537,0,-2.08076959848,1.00744864345,0
0,1,27,35,-0.462393164635,-0.402979493141,0,-2.08076959848,1.41042810678,0
0,1,27,36,-0.462393164635,-0.402979493141,0,-2.08076959848,1.81340759993,0
0,1,26,36,-0.462393283844,-0.402979493141,0,-2.54316282272,1.81340759993,0
0,0,27,35,-0.462393164635,-0.402979493141,0,-2.08076959848,1.41042810678,0
0,1,26,36,-0.462393283844,-0.402979493141,0,-2.54316282272,1.81340759993,0
0,1,26,35,-0.462393283844,-0.402979493141,0,-2.54316282272,1.41042810678,0
0,1,26,34,-0.462393283844,-0.402979433537,0,-2.54316282272,1.00744864345,0
0,1,27,34,-0.462393164635,-0.402979433537,0,-2.08076959848,1.00744864345,0
0,1,28,34,-0.462393283844,-0.402979433537,0,-1.61837637424,1.00744864345,0
0,1,28,35,-0.462393283844,-0.402979493141,0,-1.61837637424,1.41042810678,0
0,1,28,36,-0.462393283844,-0.402979493141,0,-1.61837637424,1.81340759993,0
0,1,27,36,-0.462393164635,-0.402979493141,0,-2.08076959848,1.81340759993,0
0,0,28,35,-0.462393283844,-0.402979493141,0,-1.61837637424,1.41042810678,0
0,1,27,36,-0.462393164635,-0.402979493141,0,-2.08076959848,1.81340759993,0
0,1,27,35,-0.462393164635,-0.402979493141,0,-2.08076959848,1.41042810678,0
0,1,27,34,-0.462393164635,-0.402979433537,0,-2.08076959848,1.00744864345,0
0,1,28,34,-0.462393283844,-0.402979433537,0,-1.61837637424,1.00744864345,0
0,1,29,34,-0.462393224239,-0.402979433537,0,-1.1559831202,1.00744864345,0
0,1,29,35,-0.462393224239,-0.402979493141,0,-1.1559831202,1.41042810678,0
0,1,29,36,-0.462393224239,-0.402979493141,0,-1.1559831202,1.81340759993,0
0,1,28,36,-0.462393283844,-0.402979493141,0,-1.61837637424,1.81340759993,0
0,0,29,35,-0.462393224239,-0.402979493141,0,-1.1559831202,1.41042810678,0
0,1,28,36,-0.462393283844,-0.402979493141,0,-1.61837637424,1.81340759993,0
0,1,28,35,-0.462393283844,-0.402979493141,0,-1.61837637424,1.41042810678,0
0,1,28,34,-0.462393283844,-0.402979433537,0,-1.61837637424,1.00744864345,0
0,1,29,34,-0.462393224239,-0.402979433537,0,-1.1559831202,1.00744864345,0
0,1,30,34,-0.462393254042,-0.402979433537,0,-0.693589881063,1.00744864345,0
0,1,30,35,-0.462393254042,-0.402979493141,0,-0.693589881063,1.41042810678,0
0,1,30,36,-0.462393254042,-0.402979493141,0,-0.693589881063,1.81340759993,0
0,1,29,36,-0.462393224239,-0.402979493141,0,-1.1559831202,1.81340759993,0
0,0,30,35,-0.462393254042,-0.402979493141,0,-0.693589881063,1.41042810678,0
0,1,29,36,-0.462393224239,-0.402979493141,0,-1.1559831202,1.81340759993,0
0,1,29,35,-0.462393224239,-0.402979493141,0,-1.1559831202,1.41042810678,0
0,1,29,34,-0.462393224239,-0.402979433537,0,-1.1559831202,1.00744864345,0
0,1,30,34,-0.462393254042,-0.402979433537,0,-0.693589881063,1.00744864345,0
0,1,31,34,-0.462393254042,-0.402979433537,0,-0.231196627021,1.00744864345,0
0,1,31,35,-0.462393254042,-0.402979493141,0,-0.231196627021,1.41042810678,0
0,1,31,36,-0.462393254042,-0.402979493141,0,-0.231196627021,1.81340759993,0
0,1,30,36,-0.462393254042,-0.402979493141,0,-0.693589881063,1.81340759993,0
0,0,31,35,-0.462393254042,-0.402979493141,0,-0.231196627021,1.41042810678,0
0,1,30,36,-0.462393254042,-0.402979493141,0,-0.693589881063,1.81340759993,0
0,1,30,35,-0.462393254042,-0.402979493141,0,-0.693589881063,1.41042810678,0
0,1,30,34,-0.462393254042,-0.402979433537,0,-0.693589881063,1.00744864345,0
0,1,31,34,-0.462393254042,-0.402979433537,0,-0.231196627021,1.00744864345,0
0,1,32,34,-0.462393254042,-0.402979433537,0,0.231196627021,1.00744864345,0
0,1,32,35,-0.462393254042,-0.402979493141,0,0.231196627021,1.41042810678,0
0,1,32,36,-0.462393254042,-0.402979493141,0,0.231196627021,1.81340759993,0
0,1,31,36,-0.462393254042,-0.402979493141,0,-0.231196627021,1.81340759993,0
0,0,32,35,-0.462393254042,-0.402979493141,0,0.231196627021,1.41042810678,0
0,1,31,36,-0.462393254042,-0.402979493141,0,-0.231196627021,1.81340759993,0
0,1,31,35,-0.462393254042,-0.402979493141,0,-0.231196627021,1.41042810678,0
0,1,31,34,-0.462393254042,-0.402979433537,0,-0.231196627021,1.00744864345,0
0,1,32,34,-0.462393254042,-0.402979433537,0,0.231196627021,1.00744864345,0
0,1,33,34,-0.462393254042,-0.402979433537,0,0.693589881063,1.00744864345,0
0,1,33,35,-0.462393254042,-0.402979493141,0,0.693589881063,1.41042810678,0
0,1,33,36,-0.462393254042,-0.402979493141,0,0.693589881063,1.81340759993,0
0,1,32,36,-0.462393254042,-0.402979493141,0,0.231196627021,1.81340759993,0
0,0,33,35,-0.462393254042,-0.402979493141,0,0.693589881063,1.41042810678,0
0,1,32,36,-0.462393254042,-0.402979493141,0,0.231196627021,1.81340759993,0
0,1,32,35,-0.462393254042,-0.402979493141,0,0.231196627021,1.41042810678,0
